name,symbol
GRM Overseas Limited,GRMOVER
Aarti Drugs Limited,AARTIDRUGS
Styrenix Performance Materials Limited,STYRENIX
Vishnu Chemicals Limited,VISHNU
Steel Strips Wheels Limited,SSWL
R Systems International Limited,RSYSTEMS
Advanced Enzyme Technologies Limited,ADVENZYMES
Sanathan Textiles Limited,SANATHAN
TruAlt Bioenergy Limited,TRUALT
Shanthi Gears Limited,SHANTIGEAR
Man Industries (India) Limited,MANINDS
AGI Greenpac Limited,AGI
UFLEX Limited,UFLEX
Pondy Oxides & Chemicals Limited,POCL
Laxmi Organic Industries Limited,LXCHEM
Gujarat Alkalies and Chemicals Limited,GUJALKALI
Senores Pharmaceuticals Limited,SENORES
Balaji Amines Limited,BALAMINES
Vadilal Industries Limited,VADILALIND
H.G. Infra Engineering Limited,HGINFRA
Greaves Cotton Limited,GREAVESCOT
Oswal Pumps Limited,OSWALPUMPS
Rolex Rings Limited,ROLEXRINGS
SMS Pharmaceuticals Limited,SMSPHARMA
Samhi Hotels Limited,SAMHI
eMudhra Limited,EMUDHRA
IndoStar Capital Finance Limited,INDOSTAR
Kitex Garments Limited,KITEX
Indiqube Spaces Limited,INDIQUBE
Ashoka Buildcon Limited,ASHOKA
Optiemus Infracom Limited,OPTIEMUS
Indraprastha Medical Corporation Limited,INDRAMEDCO
Reliance Infrastructure Limited,RELINFRA
Gopal Snacks Limited,GOPAL
Restaurant Brands Asia Limited,RBA
Pace Digitek Limited,PACEDIGITK
HeidelbergCement India Limited,HEIDELBERG
KNR Constructions Limited,KNRCON
Agi Infra Limited,AGIIL
Moschip Technologies Limited,MOSCHIP
Artemis Medicare Services Limited,ARTEMISMED
Stylam Industries Limited,STYLAMIND
BOSCH HOME COMFORT INDIA LIMITED,BOSCH-HCIL
National Fertilizers Limited,NFL
Vaibhav Global Limited,VAIBHAVGBL
Avantel Limited,AVANTEL
Innova Captab Limited,INNOVACAP
Chemplast Sanmar Limited,CHEMPLASTS
Epigral Limited,EPIGRAL
Electronics Mart India Limited,EMIL
Neogen Chemicals Limited,NEOGEN
Jana Small Finance Bank Limited,JSFB
Knowledge Marine & Engineering Works Limited,KMEW
Seshaasai Technologies Limited,STYL
Kaveri Seed Company Limited,KSCL
Sindhu Trade Links Limited,SINDHUTRAD
Centum Electronics Limited,CENTUM
Orient Electric Limited,ORIENTELEC
Goodluck India Limited,GOODLUCK
VST Industries Limited,VSTIND
Goldiam International Limited,GOLDIAM
J.Kumar Infraprojects Limited,JKIL
Jtekt India Limited,JTEKTINDIA
RattanIndia Enterprises Limited,RTNINDIA
D.B.Corp Limited,DBCORP
Foseco India Limited,FOSECOIND
Hemisphere Properties India Limited,HEMIPROP
Crizac Limited,CRIZAC
Northern Arc Capital Limited,NORTHARC
Capillary Technologies India Limited,CAPILLARY
Madhya Bharat Agro Products Limited,MBAPL
Mahindra Logistics Limited,MAHLOG
Bansal Wire Industries Limited,BANSALWIRE
Sun Pharma Advanced Research Company Limited,SPARC
Skipper Limited,SKIPPER
Zota Health Care LImited,ZOTA
GMM Pfaudler Limited,GMMPFAUDLR
Bajaj Electricals Limited,BAJAJELEC
Rajesh Exports Limited,RAJESHEXPO
Electrosteel Castings Limited,ELECTCAST
Texmaco Rail & Engineering Limited,TEXRAIL
Man Infraconstruction Limited,MANINFRA
PDS Limited,PDSL
SIS LIMITED,SIS
TARC Limited,TARC
Swaraj Engines Limited,SWARAJENG
V-Mart Retail Limited,VMART
GNG Electronics Limited,EBGNG
GHCL Limited,GHCL
RattanIndia Power Limited,RTNPOWER
IFB Industries Limited,IFBIND
Unimech Aerospace and Manufacturing Limited,UNIMECH
Sunflag Iron And Steel Company Limited,SUNFLAG
Indigo Paints Limited,INDIGOPNTS
Entero Healthcare Solutions Limited,ENTERO
ION Exchange (India) Limited,IONEXCHANG
India Tourism Development Corporation Limited,ITDC
Bannari Amman Sugars Limited,BANARISUG
Datamatics Global Services Limited,DATAMATICS
Hindustan Construction Company Limited,HCC
Dhanuka Agritech Limited,DHANUKA
NIIT Learning Systems Limited,NIITMTS
Shilchar Technologies Limited,SHILCTECH
Sterling and Wilson Renewable Energy Limited,SWSOLAR
Responsive Industries Limited,RESPONIND
Saatvik Green Energy Limited,SAATVIKGL
Midwest Limited,MIDWESTLTD
Gokaldas Exports Limited,GOKEX
Just Dial Limited,JUSTDIAL
Puravankara Limited,PURVA
Transformers And Rectifiers (India) Limited,TARIL
Thomas Cook (India) Limited,THOMASCOOK
CARE Ratings Limited,CARERATING
Aurionpro Solutions Limited,AURIONPRO
VRL Logistics Limited,VRLLOG
Smartworks Coworking Spaces Limited,SMARTWORKS
Juniper Hotels Limited,JUNIPER
Surya Roshni Limited,SURYAROSNI
Fedbank Financial Services Limited,FEDFINA
Mastek Limited,MASTEK
PTC India Limited,PTC
Ceigall India Limited,CEIGALL
V.S.T Tillers Tractors Limited,VSTTILLERS
Rain Industries Limited,RAIN
Gokul Agro Resources Limited,GOKULAGRO
CMS Info Systems Limited,CMSINFO
Canara Robeco Asset Management Company Limited,CRAMC
Ashapura Minechem Limited,ASHAPURMIN
VIP Industries Limited,VIPIND
TVS Supply Chain Solutions Limited,TVSSCS
Pilani Investment and Industries Corporation Limited,PILANIINVS
Paras Defence and Space Technologies Limited,PARAS
Bajaj Consumer Care Limited,BAJAJCON
Ahluwalia Contracts (India) Limited,AHLUCONT
Technocraft Industries (India) Limited,TIIL
Subros Limited,SUBROS
Network18 Media & Investments Limited,NETWORK18
E2E Networks Limited,E2E
Shree Renuka Sugars Limited,RENUKA
Senco Gold Limited,SENCO
Indo Count Industries Limited,ICIL
Supriya Lifescience Limited,SUPRIYA
Keystone Realtors Limited,RUSTOMJEE
PNC Infratech Limited,PNCINFRA
ICRA Limited,ICRA
Sharda Motor Industries Limited,SHARDAMOTR
Rallis India Limited,RALLIS
Happiest Minds Technologies Limited,HAPPSTMNDS
Raymond Lifestyle Limited,RAYMONDLSL
Symphony Limited,SYMPHONY
Gulf Oil Lubricants India Limited,GULFOILLUB
Ajax Engineering Limited,AJAXENGG
Piccadily Agro Industries Limited,PICCADIL
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD
S.J.S. Enterprises Limited,SJS
GANESH HOUSING LIMITED,GANESHHOU
Infosys Limited,INFY
Balu Forge Industries Limited,BALUFORGE
Lumax Industries Limited,LUMAXIND
C.E. Info Systems Limited,MAPMYINDIA
Precision Wires India Limited,PRECWIRE
Fiem Industries Limited,FIEMIND
Mahindra Holidays & Resorts India Limited,MHRIL
AvenuesAI Limited,CCAVENUE
Fujiyama Power Systems Limited,UTLSOLAR
FDC Limited,FDC
Hindustan Foods Limited,HNDFDS
SG Mart Limited,SGMART
Praj Industries Limited,PRAJIND
Arvind Fashions Limited,ARVINDFASN
Jamna Auto Industries Limited,JAMNAAUTO
MAS Financial Services Limited,MASFIN
Sunteck Realty Limited,SUNTECK
Nephrocare Health Services Limited,NEPHROPLUS
Sheela Foam Limited,SFL
DCB Bank Limited,DCBBANK
Kingfa Science & Technology (India) Limited,KINGFA
Suprajit Engineering Limited,SUPRAJIT
Tanla Platforms Limited,TANLA
AXISCADES Technologies Limited,AXISCADES
JK Paper Limited,JKPAPER
Wakefit Innovations Limited,WAKEFIT
Greenlam Industries Limited,GREENLAM
Valor Estate Limited,DBREALTY
Shakti Pumps (India) Limited,SHAKTIPUMP
KRN Heat Exchanger and Refrigeration Limited,KRN
LG Balakrishnan & Bros Limited,LGBBROSLTD
Rategain Travel Technologies Limited,RATEGAIN
Aditya Vision Limited,AVL
MOIL Limited,MOIL
Vikram Solar Limited,VIKRAMSOLR
Thyrocare Technologies Limited,THYROCARE
Prism Johnson Limited,PRSMJOHNSN
Jai Balaji Industries Limited,JAIBALAJI
Cera Sanitaryware Limited,CERA
Garware Technical Fibres Limited,GARFIBRES
BOROSIL RENEWABLES LIMITED,BORORENEW
Saregama India Limited,SAREGAMA
Mrs. Bectors Food Specialities Limited,BECTORFOOD
Isgec Heavy Engineering Limited,ISGEC
India Glycols Limited,INDIAGLYCO
Gujarat Ambuja Exports Limited,GAEL
Mishra Dhatu Nigam Limited,MIDHANI
Shreeji Shipping Global Limited,SHREEJISPG
Ethos Limited,ETHOSLTD
JBM Auto Limited,JBMA
Aarti Pharmalabs Limited,AARTIPHARM
Sapphire Foods India Limited,SAPPHIRE
Power Mech Projects Limited,POWERMECH
Max Estates Limited,MAXESTATES
Shilpa Medicare Limited,SHILPAMED
Welspun Enterprises Limited,WELENT
BlueStone Jewellery and Lifestyle Limited,BLUESTONE
WeWork India Management Limited,WEWORK
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC
Kalpataru Limited,KALPATARU
Quality Power Electrical Equipments Limited,QPOWER
CSB Bank Limited,CSBBANK
Gujarat State Fertilizers & Chemicals Limited,GSFC
Dilip Buildcon Limited,DBL
Inox Green Energy Services Limited,INOXGREEN
Avalon Technologies Limited,AVALON
Dynamatic Technologies Limited,DYNAMATECH
Indian Metals & Ferro Alloys Limited,IMFA
Yatharth Hospital & Trauma Care Services Limited,YATHARTH
Sudarshan Chemical Industries Limited,SUDARSCHEM
Galaxy Surfactants Limited,GALAXYSURF
SML Mahindra Limited,SMLMAH
Sri Lotus Developers and Realty Limited,LOTUSDEV
Tips Music Limited,TIPSMUSIC
EPL Limited,EPL
Latent View Analytics Limited,LATENTVIEW
Shadowfax Technologies Limited,SHADOWFAX
Rashtriya Chemicals and Fertilizers Limited,RCF
Blue Jet Healthcare Limited,BLUEJET
Dodla Dairy Limited,DODLA
Religare Enterprises Limited,RELIGARE
Archean Chemical Industries Limited,ACI
Pearl Global Industries Limited,PGIL
Alok Industries Limited,ALOKINDS
TTK Prestige Limited,TTKPRESTIG
Newgen Software Technologies Limited,NEWGEN
Atlanta Electricals Limited,ATLANTAELE
Sudeep Pharma Limited,SUDEEPPHRM
Diamond Power Infrastructure Limited,DIACABS
V2 Retail Limited,V2RETAIL
Coforge Limited,COFORGE
HMT Limited,HMT
Pricol Limited,PRICOLLTD
Equitas Small Finance Bank Limited,EQUITASBNK
Sonata Software Limited,SONATSOFTW
Jayaswal Neco Industries Limited,JAYNECOIND
Lloyds Enterprises Limited,LLOYDSENT
Le Travenues Technology Limited,IXIGO
P N Gadgil Jewellers Limited,PNGJL
Akums Drugs and Pharmaceuticals Limited,AKUMS
Kirloskar Pneumatic Company Limited,KIRLPNU
Maharashtra Seamless Limited,MAHSEAMLES
Jeena Sikho Lifecare Limited,JSLL
Transrail Lighting Limited,TRANSRAILL
Tejas Networks Limited,TEJASNET
Alkyl Amines Chemicals Limited,ALKYLAMINE
WESTLIFE FOODWORLD LIMITED,WESTLIFE
Mahindra Lifespace Developers Limited,MAHLIFE
The Karnataka Bank Limited,KTKBANK
Birla Corporation Limited,BIRLACORPN
Transport Corporation of India Limited,TCI
KRBL Limited,KRBL
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG
Sterlite Technologies Limited,STLTECH
Clean Science and Technology Limited,CLEAN
Strides Pharma Science Limited,STAR
VA Tech Wabag Limited,WABAG
Marksans Pharma Limited,MARKSANS
Nesco Limited,NESCO
PC Jeweller Limited,PCJEWELLER
Genus Power Infrastructures Limited,GENUSPOWER
Campus Activewear Limited,CAMPUS
India Shelter Finance Corporation Limited,INDIASHLTR
KPI Green Energy Limited,KPIGREEN
Orkla India Limited,ORKLAINDIA
Tata Teleservices (Maharashtra) Limited,TTML
Healthcare Global Enterprises Limited,HCG
Aditya Birla Fashion and Retail Limited,ABFRL
Procter & Gamble Health Limited,PGHL
ASK Automotive Limited,ASKAUTOLTD
Olectra Greentech Limited,OLECTRA
Varroc Engineering Limited,VARROC
Amagi Media Labs Limited,AMAGI
Park Medi World Limited,PARKHOSPS
Zee Entertainment Enterprises Limited,ZEEL
Embassy Developments Limited,EMBDL
Jupiter Life Line Hospitals Limited,JLHL
Esab India Limited,ESABINDIA
Manorama Industries Limited,MANORAMA
Apollo Micro Systems Limited,APOLLO
Gujarat Pipavav Port Limited,GPPL
Triveni Engineering & Industries Limited,TRIVENI
SKF India Limited,SKFINDIA
Relaxo Footwears Limited,RELAXO
Star Cement Limited,STARCEMENT
Cartrade Tech Limited,CARTRADE
JK Lakshmi Cement Limited,JKLAKSHMI
Banco Products (I) Limited,BANCOINDIA
TSF INVESTMENTS LIMITED,TSFINV
IIFL Capital Services Limited,IIFLCAPS
Waaree Renewable Technologies Limited,WAAREERTL
RHI MAGNESITA INDIA LIMITED,RHIM
Lemon Tree Hotels Limited,LEMONTREE
Shaily Engineering Plastics Limited,SHAILY
Black Box Limited,BBOX
Time Technoplast Limited,TIMETECHNO
Safari Industries (India) Limited,SAFARI
Sanofi India Limited,SANOFI
Voltamp Transformers Limited,VOLTAMP
Astra Microwave Products Limited,ASTRAMICRO
Eureka Forbes Limited,EUREKAFORB
Arvind Limited,ARVIND
Cello World Limited,CELLO
G R Infraprojects Limited,GRINFRA
Jubilant Ingrevia Limited,JUBLINGREA
Aequs Limited,AEQUS
MMTC Limited,MMTC
Viyash Scientific Limited,VIYASH
Jyothy Labs Limited,JYOTHYLAB
Elecon Engineering Company Limited,ELECON
GMR Power and Urban Infra Limited,GMRP&UI
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH
Vedant Fashions Limited,MANYAVAR
Balrampur Chini Mills Limited,BALRAMCHIN
NCC Limited,NCC
Metropolis Healthcare Limited,METROPOLIS
CORONA Remedies Limited,CORONA
Intellect Design Arena Limited,INTELLECT
Prudent Corporate Advisory Services Limited,PRUDENT
Garware Hi-Tech Films Limited,GRWRHITECH
Nazara Technologies Limited,NAZARA
Cemindia Projects Limited,CEMPRO
HFCL Limited,HFCL
Honasa Consumer Limited,HONASA
Reliance Power Limited,RPOWER
Ramkrishna Forgings Limited,RKFORGE
PVR INOX Limited,PVRINOX
Railtel Corporation Of India Limited,RAILTEL
Cyient Limited,CYIENT
Vesuvius India Limited,VESUVIUS
Bata India Limited,BATAINDIA
Medplus Health Services Limited,MEDPLUS
Aavas Financiers Limited,AAVAS
Vijaya Diagnostic Centre Limited,VIJAYA
RITES Limited,RITES
Sanofi Consumer Healthcare India Limited,SANOFICONR
Jaiprakash Power Ventures Limited,JPPOWER
SBFC Finance Limited,SBFC
Brainbees Solutions Limited,FIRSTCRY
Sandur Manganese & Iron Ores Limited,SANDUMA
Action Construction Equipment Limited,ACE
INOX India Limited,INOXINDIA
Ola Electric Mobility Limited,OLAELEC
Edelweiss Financial Services Limited,EDELWEISS
Tamilnad Mercantile Bank Limited,TMB
BLACKBUCK LIMITED,BLACKBUCK
Sharda Cropchem Limited,SHARDACROP
Afcons Infrastructure Limited,AFCONS
BIRLASOFT LIMITED,BSOFT
The South Indian Bank Limited,SOUTHBANK
Cupid Limited,CUPID
Godfrey Phillips India Limited,GODFRYPHLP
ICICI Bank Limited,ICICIBANK
Azad Engineering Limited,AZAD
Indian Energy Exchange Limited,IEX
HEG Limited,HEG
Alivus Life Sciences Limited,ALIVUS
Tilaknagar Industries Limited,TI
Can Fin Homes Limited,CANFINHOME
Ujjivan Small Finance Bank Limited,UJJIVANSFB
Home First Finance Company India Limited,HOMEFIRST
Jupiter Wagons Limited,JWL
Finolex Industries Limited,FINPIPE
BLS International Services Limited,BLS
Whirlpool of India Limited,WHIRLPOOL
Mtar Technologies Limited,MTARTECH
Nuvoco Vistas Corporation Limited,NUVOCO
Gravita India Limited,GRAVITA
The Bombay Burmah Trading Corporation Limited,BBTC
Jindal Saw Limited,JINDALSAW
Privi Speciality Chemicals Limited,PRIVISCL
Indegene Limited,INDGN
NMDC Steel Limited,NSLNISP
SWAN CORP LIMITED,SWANCORP
Cohance Lifesciences Limited,COHANCE
Welspun Living Limited,WELSPUNLIV
Lumax Auto Technologies Limited,LUMAXTECH
Inox Wind Limited,INOXWIND
Mahanagar Gas Limited,MGL
Rainbow Childrens Medicare Limited,RAINBOW
PCBL Chemical Limited,PCBL
Sammaan Capital Limited,SAMMAANCAP
Zen Technologies Limited,ZENTEC
Aptus Value Housing Finance India Limited,APTUS
Zydus Wellness Limited,ZYDUSWELL
Shipping Corporation Of India Limited,SCI
Five-Star Business Finance Limited,FIVESTAR
JM Financial Limited,JMFINANCIL
Thangamayil Jewellery Limited,THANGAMAYL
Godrej Agrovet Limited,GODREJAGRO
Aditya Birla Lifestyle Brands Limited,ABLBL
Engineers India Limited,ENGINERSIN
Paradeep Phosphates Limited,PARADEEP
Kirloskar Brothers Limited,KIRLOSBROS
Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT
Happy Forgings Limited,HAPPYFORGE
The India Cements Limited,INDIACEM
Ingersoll Rand (India) Limited,INGERRAND
SKF India (Industrial) Limited,SKFINDUS
UTI Asset Management Company Limited,UTIAMC
Aether Industries Limited,AETHER
Usha Martin Limited,USHAMART
Concord Biotech Limited,CONCORDBIO
Zensar Technologies Limited,ZENSARTECH
Indiamart Intermesh Limited,INDIAMART
Poly Medicure Limited,POLYMED
Rubicon Research Limited,RUBICON
Trident Limited,TRIDENT
Caplin Point Laboratories Limited,CAPLIPOINT
TBO Tek Limited,TBOTEK
Minda Corporation Limited,MINDACORP
Capri Global Capital Limited,CGCL
Emmvee Photovoltaic Power Limited,EMMVEE
Akzo Nobel India Limited,AKZOINDIA
Allied Blenders and Distillers Limited,ABDL
Fractal Analytics Limited,FRACTAL
The Jammu & Kashmir Bank Limited,J&KBANK
Ksb Limited,KSB
Blue Dart Express Limited,BLUEDART
Ircon International Limited,IRCON
Canara HSBC Life Insurance Company Limited,CANHLIFE
CCL Products (India) Limited,CCL
Supreme Petrochem Limited,SPLPETRO
Tega Industries Limited,TEGA
Techno Electric & Engineering Company Limited,TECHNOE
Jain Resource Recycling Limited,JAINREC
V-Guard Industries Limited,VGUARD
Jubilant Pharmova Limited,JUBLPHARMA
JK Tyre & Industries Limited,JKTYRE
Shriram Pistons & Rings Limited,SHRIPISTON
Niva Bupa Health Insurance Company Limited,NIVABUPA
Gallantt Ispat Limited,GALLANTT
LT Foods Limited,LTFOODS
Finolex Cables Limited,FINCABLES
BEML Limited,BEML
Signatureglobal (India) Limited,SIGNATURE
Graphite India Limited,GRAPHITE
Alembic Pharmaceuticals Limited,APLLTD
Granules India Limited,GRANULES
Anupam Rasayan India Limited,ANURAS
TD Power Systems Limited,TDPOWERSYS
DOMS Industries Limited,DOMS
Dr. Agarwal's Health Care Limited,AGARWALEYE
Acme Solar Holdings Limited,ACMESOLAR
Gabriel India Limited,GABRIEL
International Gemmological Institute (India) Limited,IGIL
CEAT Limited,CEATLTD
Aditya Birla Real Estate Limited,ABREL
Chennai Petroleum Corporation Limited,CHENNPETRO
Fine Organic Industries Limited,FINEORG
Syrma SGS Technology Limited,SYRMA
Sansera Engineering Limited,SANSERA
Choice International Limited,CHOICEIN
Firstsource Solutions Limited,FSL
Sobha Limited,SOBHA
BASF India Limited,BASF
eClerx Services Limited,ECLERX
HDFC Bank Limited,HDFCBANK
Maharashtra Scooters Limited,MAHSCOOTER
Leela Palaces Hotels & Resorts Limited,THELEELA
Bharat Coking Coal Limited,BHARATCOAL
Kajaria Ceramics Limited,KAJARIACER
Vinati Organics Limited,VINATIORGA
Devyani International Limited,DEVYANI
Onesource Specialty Pharma Limited,ONESOURCE
Amara Raja Energy & Mobility Limited,ARE&M
EID Parry India Limited,EIDPARRY
Triveni Turbine Limited,TRITURBINE
KEC International Limited,KEC
IFCI Limited,IFCI
Urban Company Limited,URBANCO
Vardhman Textiles Limited,VTL
LMW Limited,LMW
Carborundum Universal Limited,CARBORUNIV
Bikaji Foods International Limited,BIKAJI
DCM Shriram Limited,DCMSHRIRAM
Aarti Industries Limited,AARTIIND
Ventive Hospitality Limited,VENTIVE
Travel Food Services Limited,TRAVELFOOD
Century Plyboards (India) Limited,CENTURYPLY
Kfin Technologies Limited,KFINTECH
Neuland Laboratories Limited,NEULANDLAB
Kansai Nerolac Paints Limited,KANSAINER
Crompton Greaves Consumer Electricals Limited,CROMPTON
Belrise Industries Limited,BELRISE
JSW Cement Limited,JSWCEMENT
Computer Age Management Services Limited,CAMS
NAVA LIMITED,NAVA
Elgi Equipments Limited,ELGIEQUIP
Syngene International Limited,SYNGENE
Brigade Enterprises Limited,BRIGADE
Gujarat State Petronet Limited,GSPL
Ratnamani Metals & Tubes Limited,RATNAMANI
Avanti Feeds Limited,AVANTIFEED
R R Kabel Limited,RRKABEL
Acutaas Chemicals Limited,ACUTAAS
Natco Pharma Limited,NATCOPHARM
Chalet Hotels Limited,CHALET
Godawari Power And Ispat limited,GPIL
PG Electroplast Limited,PGEL
CIE Automotive India Limited,CIEINDIA
Craftsman Automation Limited,CRAFTSMAN
Data Patterns (India) Limited,DATAPATTNS
Gujarat Mineral Development Corporation Limited,GMDCLTD
Anant Raj Limited,ANANTRAJ
Tata Chemicals Limited,TATACHEM
Sundram Fasteners Limited,SUNDRMFAST
Chambal Fertilizers & Chemicals Limited,CHAMBLFERT
Grindwell Norton Limited,GRINDWELL
JSW Holdings Limited,JSWHL
Patanjali Foods Limited,PATANJALI
Castrol India Limited,CASTROLIND
SAGILITY LIMITED,SAGILITY
Jyoti CNC Automation Limited,JYOTICNC
Punjab & Sind Bank,PSB
Eris Lifesciences Limited,ERIS
HBL Engineering Limited,HBLENGINE
Motherson Sumi Wiring India Limited,MSUMI
The Great Eastern Shipping Company Limited,GESHIP
Affle 3i Limited,AFFLE
Sarda Energy & Minerals Limited,SARDAEN
Atul Limited,ATUL
EIH Limited,EIHOTEL
Prime Focus Limited,PFOCUS
RBL Bank Limited,RBLBANK
Aditya Infotech Limited,CPPLUS
Sumitomo Chemical India Limited,SUMICHEM
Emami Limited,EMAMILTD
Hatsun Agro Product Limited,HATSUN
Aadhar Housing Finance Limited,AADHARHFC
Kirloskar Oil Engines Limited,KIRLOSENG
CREDITACCESS GRAMEEN LIMITED,CREDITACC
KIOCL Limited,KIOCL
Piramal Pharma Limited,PPLPHARMA
Sai Life Sciences Limited,SAILIFE
CESC Limited,CESC
KPIT Technologies Limited,KPITTECH
Bayer Cropscience Limited,BAYERCROP
City Union Bank Limited,CUB
IIFL Finance Limited,IIFL
Kalpataru Projects International Limited,KPIL
Deepak Nitrite Limited,DEEPAKNTR
Schneider Electric Infrastructure Limited,SCHNEIDER
PNB Housing Finance Limited,PNBHOUSING
Netweb Technologies India Limited,NETWEB
Welspun Corp Limited,WELCORP
Pine Labs Limited,PINELABS
Redington Limited,REDINGTON
Asahi India Glass Limited,ASAHIINDIA
AstraZeneca Pharma India Limited,ASTRAZEN
Wockhardt Limited,WOCKPHARMA
Inventurus Knowledge Solutions Limited,IKS
Nuvama Wealth Management Limited,NUVAMA
Pfizer Limited,PFIZER
Dr. Lal Path Labs Ltd.,LALPATHLAB
Tenneco Clean Air India Limited,TENNIND
Tata Technologies Limited,TATATECH
Shyam Metalics and Energy Limited,SHYAMMETL
Manappuram Finance Limited,MANAPPURAM
Indraprastha Gas Limited,IGL
Aegis Logistics Limited,AEGISLOG
The New India Assurance Company Limited,NIACL
Himadri Speciality Chemical Limited,HSCL
AWL Agri Business Limited,AWL
Kaynes Technology India Limited,KAYNES
Physicswallah Limited,PWL
NBCC (India) Limited,NBCC
IRB Infrastructure Developers Limited,IRB
Aegis Vopak Terminals Limited,AEGISVOPAK
Aditya Birla Sun Life AMC Limited,ABSLAMC
Anand Rathi Wealth Limited,ANANDRATHI
Sun TV Network Limited,SUNTV
ITI Limited,ITI
Timken India Limited,TIMKEN
Central Depository Services (India) Limited,CDSL
The Ramco Cements Limited,RAMCOCEM
PTC Industries Limited,PTCIL
Gillette India Limited,GILLETTE
Ather Energy Limited,ATHERENERG
Emcure Pharmaceuticals Limited,EMCURE
Star Health and Allied Insurance Company Limited,STARHEALTH
Honeywell Automation India Limited,HONAUT
Garden Reach Shipbuilders & Engineers Limited,GRSE
Gujarat Gas Limited,GUJGASLTD
Amber Enterprises India Limited,AMBER
Tata Elxsi Limited,TATAELXSI
Exide Industries Limited,EXIDEIND
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA
SJVN Limited,SJVN
Metro Brands Limited,METROBRAND
Apollo Tyres Limited,APOLLOTYRE
Hexaware Technologies Limited,HEXT
Bandhan Bank Limited,BANDHANBNK
LIC Housing Finance Limited,LICHSGFIN
Krishna Institute of Medical Sciences Limited,KIMS
ACC Limited,ACC
Gland Pharma Limited,GLAND
K.P.R. Mill Limited,KPRMILL
TVS Holdings Limited,TVSHLTD
Cholamandalam Financial Holdings Limited,CHOLAHLDNG
Global Health Limited,MEDANTA
Go Digit General Insurance Limited,GODIGIT
Karur Vysya Bank Limited,KARURVYSYA
CRISIL Limited,CRISIL
Navin Fluorine International Limited,NAVINFLUOR
FORCE MOTORS LTD,FORCEMOT
Delhivery Limited,DELHIVERY
Premier Energies Limited,PREMIERENE
Indian Renewable Energy Development Agency Limited,IREDA
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM
Sona BLW Precision Forgings Limited,SONACOMS
Godrej Industries Limited,GODREJIND
Aster DM Healthcare Limited,ASTERDM
Jubilant Foodworks Limited,JUBLFOOD
Mangalore Refinery and Petrochemicals Limited,MRPL
Thermax Limited,THERMAX
Radico Khaitan Limited,RADICO
AIA Engineering Limited,AIAENG
Page Industries Limited,PAGEIND
NLC India Limited,NLCINDIA
Central Bank of India,CENTRALBK
Poonawalla Fincorp Limited,POONAWALLA
Procter & Gamble Hygiene and Health Care Limited,PGHH
ITC Hotels Limited,ITCHOTELS
UCO Bank,UCOBANK
Dalmia Bharat Limited,DALBHARAT
L&T Technology Services Limited,LTTS
Housing & Urban Development Corporation Limited,HUDCO
Ajanta Pharma Limited,AJANTPHARM
Endurance Technologies Limited,ENDURANCE
Narayana Hrudayalaya Ltd.,NH
Container Corporation of India Limited,CONCOR
Gujarat Fluorochemicals Limited,FLUOROCHEM
Escorts Kubota Limited,ESCORTS
IPCA Laboratories Limited,IPCALAB
Cochin Shipyard Limited,COCHINSHIP
Piramal Finance Limited,PIRAMALFIN
Anthem Biosciences Limited,ANTHEM
Blue Star Limited,BLUESTARCO
Authum Investment & Infrastructure Limited,AIIL
3M India Limited,3MINDIA
United Breweries Limited,UBL
Kalyan Jewellers India Limited,KALYANKJIL
360 ONE WAM LIMITED,360ONE
GlaxoSmithKline Pharmaceuticals Limited,GLAXO
MphasiS Limited,MPHASIS
Motilal Oswal Financial Services Limited,MOTILALOFS
JK Cement Limited,JKCEMENT
Astral Limited,ASTRAL
Apar Industries Limited,APARINDS
Tata Communications Limited,TATACOMM
Indian Railway Catering And Tourism Corporation Limited,IRCTC
Balkrishna Industries Limited,BALKRISIND
Mahindra & Mahindra Financial Services Limited,M&MFIN
Bharat Dynamics Limited,BDL
Biocon Limited,BIOCON
PI Industries Limited,PIIND
Fertilizers and Chemicals Travancore Limited,FACT
Petronet LNG Limited,PETRONET
KEI Industries Limited,KEI
Supreme Industries Limited,SUPREMEIND
Voltas Limited,VOLTAS
Godrej Properties Limited,GODREJPROP
JSW Infrastructure Limited,JSWINFRA
Berger Paints (I) Limited,BERGEPAINT
Tube Investments of India Limited,TIINDIA
IDFC First Bank Limited,IDFCFIRSTB
Adani Power Limited,ADANIPOWER
Vishal Mega Mart Limited,VMM
Hindustan Copper Limited,HINDCOPPER
Oberoi Realty Limited,OBEROIRLTY
Adani Total Gas Limited,ATGL
Abbott India Limited,ABBOTINDIA
Linde India Limited,LINDEINDIA
Bank of Maharashtra,MAHABANK
UPL Limited,UPL
HDFC Asset Management Company Limited,HDFCAMC
Laurus Labs Limited,LAURUSLABS
HDB Financial Services Limited,HDBFS
Suzlon Energy Limited,SUZLON
The Phoenix Mills Limited,PHOENIXLTD
Nippon Life India Asset Management Limited,NAM-INDIA
MRF Limited,MRF
