name,symbol,sector,ref_ltp,w52_high,w52_low,market_cap_cr,ref_volume,ref_avg_vol_20d
LICHSGFIN,NSE:LICHSGFIN,Financial Services,542.0,646.5,483.7,29579.64,1504434.0,1735327.33333333
LTFOODS,NSE:LTFOODS,Fast Moving Consumer Goods,401.0,518.55,288.25,13969.99,406874.0,1006624.71428571
LTIM,NSE:LTIM,Information Technology,0,0,0,0,0,2.0
LT,NSE:LT,Construction,4270.0,4440.0,2965.3,588625.2525222,2357853.0,2157942.19047619
LATENTVIEW,NSE:LATENTVIEW,Information Technology,336.85,517.5,332.25,6983.6224886,669909.0,1475892.42857142
LAURUSLABS,NSE:LAURUSLABS,Healthcare,1071.95,1141.0,517.65,57869.9256009,1691058.0,1428282.95238095
THELEELA,NSE:THELEELA,Consumer Services,457.4,474.4,382.5,15205.4757929,340643.0,278339.857142857
LEMONTREE,NSE:LEMONTREE,Consumer Services,114.45,180.68,112.9,8987.3923112,3646800.0,4251225.0
LICI,NSE:LICI,Financial Services,846.0,980.0,715.3,537242.0579772,1088524.0,1777058.57142857
LINDEINDIA,NSE:LINDEINDIA,Chemicals,6738.0,7870.0,5242.4,57396.28,22937.0,90390.3809523809
LLOYDSME,NSE:LLOYDSME,Metals & Mining,1237.9,1612.0,942.15,67401.4900043,318862.0,731131.333333333
LODHA,NSE:LODHA,Realty,991.0,1531.0,863.8,98784.8588772,1986835.0,1281314.19047619
LUPIN,NSE:LUPIN,Healthcare,2295.6,2336.3,1795.2,104918.8644113,955385.0,846297.333333333
MMTC,NSE:MMTC,Services,61.6,88.19,44.5,9291.1681894,3135913.0,2101293.57142857
MRF,NSE:MRF,Automobile and Auto Components,140980.0,163600.0,102124.05,59791.619916,14866.0,10765.1904761904
MGL,NSE:MGL,Oil Gas & Consumable Fuels,1221.0,1586.9,1018.6,12060.76938,419722.0,254507.428571428
MAHSCOOTER,NSE:MAHSCOOTER,Financial Services,13334.0,18538.0,8822.0,15153.14,7881.0,3173.5238095238
MAHSEAMLES,NSE:MAHSEAMLES,Capital Goods,562.0,773.8,500.7,7530.75504,207833.0,136113.0
M&MFIN,NSE:M&MFIN,Financial Services,373.7,412.2,231.52,46307.9387926,963530.0,1951786.04761904
M&M,NSE:M&M,Automobile and Auto Components,3402.6,3839.9,2425.0,407593.9398825,3765500.0,2512406.47619047
MANAPPURAM,NSE:MANAPPURAM,Financial Services,282.5,321.6,194.51,23911.9550078,6870390.0,5348897.23809523
MRPL,NSE:MRPL,Oil Gas & Consumable Fuels,195.0,203.89,98.92,34469.8728401,6300759.0,11413835.8095238
MANKIND,NSE:MANKIND,Healthcare,2260.0,2716.5,2012.3,93121.831,794739.0,513818.047619047
MARICO,NSE:MARICO,Fast Moving Consumer Goods,788.1,813.5,577.85,102084.0872276,2505181.0,1754938.52380952
MARUTI,NSE:MARUTI,Automobile and Auto Components,14832.0,17370.0,11059.45,467557.3805811,478164.0,364475.238095238
MFSL,NSE:MFSL,Financial Services,1822.0,1892.5,950.0,62583.11,538734.0,776898.142857142
MAXHEALTH,NSE:MAXHEALTH,Healthcare,1090.75,1314.3,933.8,106570.65221,6055289.0,3086742.09523809
MAZDOCK,NSE:MAZDOCK,Capital Goods,2225.1,3775.0,2047.9,89756.0877392,625013.0,913637.523809523
METROPOLIS,NSE:METROPOLIS,Healthcare,1869.3,2263.0,1315.0,9688.9447972,19916.0,46159.619047619
MINDACORP,NSE:MINDACORP,Automobile and Auto Components,558.0,619.95,445.05,13075.48,182500.0,241981.571428571
MSUMI,NSE:MSUMI,Automobile and Auto Components,43.0,53.59,30.72,19099.1825773,6476582.0,5981917.71428571
MOTILALOFS,NSE:MOTILALOFS,Financial Services,725.8,1097.1,513.0,43667.4804615,787778.0,823067.571428571
MPHASIS,NSE:MPHASIS,Information Technology,2297.0,3037.2,2044.55,43665.8208403,861454.0,707175.523809523
MCX,NSE:MCX,Financial Services,2447.0,2705.0,881.63,62185.43,2538434.0,4291151.9047619
MUTHOOTFIN,NSE:MUTHOOTFIN,Financial Services,3347.0,4149.5,1965.0,134705.350635,1362651.0,1124061.23809523
NATCOPHARM,NSE:NATCOPHARM,Healthcare,987.0,1059.0,726.8,17708.9521612,2003619.0,2600183.0
NBCC,NSE:NBCC,Construction,92.36,130.7,70.8,25006.8616522,14082018.0,9844400.33333333
NCC,NSE:NCC,Construction,152.55,242.15,135.0,9554.9050708,2766576.0,3792566.71428571
NHPC,NSE:NHPC,Power,75.4,92.34,71.0,75681.8631729,21574575.0,14828727.0
NLCINDIA,NSE:NLCINDIA,Power,260.0,292.2,197.07,36059.48,877868.0,1603208.23809523
NMDC,NSE:NMDC,Metals & Mining,81.44,86.72,59.53,71963.9780447,16829779.0,29452996.4761904
NSLNISP,NSE:NSLNISP,Metals & Mining,40.63,49.65,32.13,11907.044365,3715112.0,4198669.47619047
NTPCGREEN,NSE:NTPCGREEN,Power,90.3,117.64,84.05,76089.7534415,1801893.0,3430639.42857142
NTPC,NSE:NTPC,Power,382.0,388.55,306.55,369879.5048171,11548959.0,11146060.2380952
NH,NSE:NH,Healthcare,1853.9,2370.2,1425.05,37652.6724178,336426.0,297411.523809523
NATIONALUM,NSE:NATIONALUM,Metals & Mining,354.55,431.5,137.75,65172.8521559,9832443.0,12103402.3809523
NAVA,NSE:NAVA,Power,595.0,735.0,375.25,16838.5714,243507.0,285645.619047619
NAVINFLUOR,NSE:NAVINFLUOR,Chemicals,6255.0,6965.0,3566.0,32055.980535,265078.0,304373.952380952
NESTLEIND,NSE:NESTLEIND,Fast Moving Consumer Goods,1292.0,1340.4,1055.0,124470.9923684,1640870.0,1039694.71428571
NETWEB,NSE:NETWEB,Information Technology,3864.0,4479.0,1251.55,21746.067369,7315246.0,2818011.23809523
NEULANDLAB,NSE:NEULANDLAB,Healthcare,12910.0,19747.0,10190.7,16454.33,53386.0,57360.4285714285
NEWGEN,NSE:NEWGEN,Information Technology,509.45,1377.15,458.65,7193.3016627,2995977.0,10012605.8571428
NAM-INDIA,NSE:NAM-INDIA,Financial Services,931.0,1009.0,498.05,59328.906,370579.0,1019292.85714285
NIVABUPA,NSE:NIVABUPA,Financial Services,74.69,95.21,68.54,13796.7297819,466039.0,771957.857142857
NUVAMA,NSE:NUVAMA,Financial Services,1242.2,1701.7,947.09,22612.6352511,416379.0,373506.19047619
NUVOCO,NSE:NUVOCO,Construction Materials,328.0,477.5,287.05,11714.72008,250452.0,222772.857142857
OBEROIRLTY,NSE:OBEROIRLTY,Realty,1525.0,2005.0,1425.5,55369.35,788586.0,451006.095238095
ONGC,NSE:ONGC,Oil Gas & Consumable Fuels,279.1,282.5,205.0,352107.4747219,18554482.0,18259546.4285714
OIL,NSE:OIL,Oil Gas & Consumable Fuels,485.55,524.0,325.0,78719.6477506,7740031.0,6058098.23809523
OLAELEC,NSE:OLAELEC,Automobile and Auto Components,25.25,71.25,24.78,10556.0652585,53882205.0,59017093.5238095
OLECTRA,NSE:OLECTRA,Automobile and Auto Components,999.0,1714.2,965.1,8199.7266994,260265.0,363491.19047619
PAYTM,NSE:PAYTM,Financial Services,1098.5,1381.8,651.5,69925.4598579,3019796.0,3167632.14285714
ONESOURCE,NSE:ONESOURCE,Healthcare,1348.0,2248.0,1057.0,15450.93776,218471.0,341915.38095238
OFSS,NSE:OFSS,Information Technology,6897.0,9950.0,6399.5,60205.4567768,257521.0,176233.857142857
POLICYBZR,NSE:POLICYBZR,Financial Services,1476.1,1978.0,1311.35,68453.24,3108444.0,3647969.28571428
PCBL,NSE:PCBL,Chemicals,308.8,444.15,254.5,12150.1215196,1406360.0,6682254.66666666
PGEL,NSE:PGEL,Consumer Durables,627.5,1008.0,465.0,17868.37,1612812.0,2569910.52380952
PIIND,NSE:PIIND,Chemicals,3100.0,4330.0,2951.1,47027.992,384811.0,324125.047619047
PNBHOUSING,NSE:PNBHOUSING,Financial Services,824.1,1141.9,746.7,21690.7565445,767208.0,992771.285714285
PTCIL,NSE:PTCIL,Capital Goods,17927.0,19387.0,9799.9,26877.144385,15963.0,13900.3333333333
PVRINOX,NSE:PVRINOX,Media Entertainment & Publication,1020.05,1249.7,830.0,10038.0,182173.0,348740.904761904
PAGEIND,NSE:PAGEIND,Textiles,32160.0,50590.0,31740.0,35815.09,78391.0,25771.8095238095
PATANJALI,NSE:PATANJALI,Fast Moving Consumer Goods,504.55,670.33,480.0,18475.9835937,1817346.0,2889801.42857142
PERSISTENT,NSE:PERSISTENT,Information Technology,4712.0,6599.0,4148.95,74007.99,1144899.0,1003674.57142857
PETRONET,NSE:PETRONET,Oil Gas & Consumable Fuels,322.3,326.5,263.5,48474.85449,8390107.0,2823532.66666666
PFIZER,NSE:PFIZER,Healthcare,5055.0,5993.0,3701.0,23125.48257,11035.0,64435.9523809523
PHOENIXLTD,NSE:PHOENIXLTD,Realty,1659.0,1993.0,1402.5,59327.8308,451895.0,418134.476190476
PIDILITIND,NSE:PIDILITIND,Chemicals,1488.6,1574.95,1311.1,75875.3104755,1606678.0,805672.238095238
PPLPHARMA,NSE:PPLPHARMA,Healthcare,156.4,240.95,148.31,20622.1363239,2789207.0,2647458.8095238
POLYMED,NSE:POLYMED,Healthcare,1265.0,2937.6,1229.0,12822.8954552,237267.0,270876.476190476
POLYCAB,NSE:POLYCAB,Capital Goods,8606.5,8722.0,4555.0,129570.255045,926904.0,369776.047619047
POONAWALLA,NSE:POONAWALLA,Financial Services,454.0,570.4,267.2,36681.32952,946390.0,2060925.61904761
PFC,NSE:PFC,Financial Services,412.2,444.1,329.9,136244.606225,6922370.0,9858672.52380952
POWERGRID,NSE:POWERGRID,Power,299.5,322.0,247.3,277760.751125,21400679.0,17946292.8571428
PRAJIND,NSE:PRAJIND,Capital Goods,315.8,588.45,273.0,5854.4685405,11608516.0,5676295.85714285
PREMIERENE,NSE:PREMIERENE,Capital Goods,724.9,1163.9,660.0,32822.496296,5802610.0,2445668.57142857
PRESTIGE,NSE:PRESTIGE,Realty,1389.7,1814.0,1048.05,59966.4921639,962243.0,648611.142857142
PGHH,NSE:PGHH,Fast Moving Consumer Goods,11342.0,14543.0,11286.0,36816.959966,6071.0,7280.0
PNB,NSE:PNB,Financial Services,129.0,135.15,85.46,148629.7070079,17761050.0,18703936.3809523
RRKABEL,NSE:RRKABEL,Capital Goods,1561.0,1578.2,853.55,17663.8516199,1280544.0,267789.0
RBLBANK,NSE:RBLBANK,Financial Services,319.5,340.4,150.6,19729.3765064,4896917.0,5548500.95238095
RECLTD,NSE:RECLTD,Financial Services,348.95,450.0,330.95,92177.9006269,7542283.0,9255832.57142857
RHIM,NSE:RHIM,Capital Goods,432.5,547.9,378.05,8975.584,172941.0,344048.38095238
RITES,NSE:RITES,Construction,214.25,316.0,192.4,10296.936415,288316.0,475490.333333333
RADICO,NSE:RADICO,Fast Moving Consumer Goods,2640.0,3591.9,1987.4,35381.2754476,294688.0,314928.095238095
RVNL,NSE:RVNL,Construction,315.2,447.8,301.2,66032.8655885,5445951.0,7790864.85714285
RAILTEL,NSE:RAILTEL,Telecommunication,313.1,478.95,265.5,10048.5752378,742745.0,1437805.9047619
RAINBOW,NSE:RAINBOW,Healthcare,1192.0,1645.7,1090.0,12101.19592,53089.0,137733.904761904
RKFORGE,NSE:RKFORGE,Automobile and Auto Components,552.0,862.6,474.3,9983.3309191,252716.0,424949.761904761
RCF,NSE:RCF,Chemicals,126.7,166.5,110.8,6996.475785,623075.0,1005541.28571428
REDINGTON,NSE:REDINGTON,Services,275.65,334.8,176.94,21944.1696025,92286714.0,5598660.47619047
RELIANCE,NSE:RELIANCE,Oil Gas & Consumable Fuels,1394.9,1611.8,1114.85,1886289.9754575,12031440.0,10845662.4761904
RELINFRA,NSE:RELINFRA,Power,90.48,423.4,89.7,3693.5717548,1382753.0,1925193.65
RPOWER,NSE:RPOWER,Power,24.0,76.49,23.3,9928.6570326,46686630.0,43970762.8571428
SBFC,NSE:SBFC,Financial Services,93.99,123.0,82.0,10392.5210587,2407077.0,1301678.33333333
SBICARD,NSE:SBICARD,Financial Services,782.6,1027.25,725.15,74022.3583211,4651147.0,1435562.38095238
SBILIFE,NSE:SBILIFE,Financial Services,2038.5,2132.0,1379.85,204464.8116,1374835.0,913449.380952381
SJVN,NSE:SJVN,Power,73.05,107.5,68.13,28718.9425795,2964768.0,7664800.9047619
SRF,NSE:SRF,Chemicals,2566.0,3325.0,2553.0,75955.6136168,655543.0,378142.047619047
SAGILITY,NSE:SAGILITY,Information Technology,39.7,57.89,37.6,18607.0813168,54483849.0,26461889.047619
SAILIFE,NSE:SAILIFE,Healthcare,999.0,1004.7,636.1,20818.5988537,2428681.0,840147.285714285
SAMMAANCAP,NSE:SAMMAANCAP,Financial Services,149.55,192.95,97.61,12184.69,6819444.0,9432474.61904762
MOTHERSON,NSE:MOTHERSON,Automobile and Auto Components,133.1,136.15,71.5,90334.372375,22609831.0,20311697.5238095
SAPPHIRE,NSE:SAPPHIRE,Consumer Services,205.54,368.0,179.4,6565.531,421944.0,737441.095238095
SARDAEN,NSE:SARDAEN,Metals & Mining,549.0,639.75,396.6,19489.177297,6321104.0,682288.19047619
SAREGAMA,NSE:SAREGAMA,Media Entertainment & Publication,333.05,603.0,317.1,6392.251,335149.0,336624.523809523
SCHAEFFLER,NSE:SCHAEFFLER,Automobile and Auto Components,4347.6,4443.8,2823.0,68213.1292268,195685.0,141822.714285714
SCHNEIDER,NSE:SCHNEIDER,Capital Goods,911.0,1052.0,540.0,21671.28144,127774.0,719894.761904761
SCI,NSE:SCI,Services,263.39,280.5,138.26,12268.6805433,1636392.0,10590165.9523809
SHREECEM,NSE:SHREECEM,Construction Materials,25995.0,32490.0,25360.0,93791.88363,45243.0,30196.7142857142
SHRIRAMFIN,NSE:SHRIRAMFIN,Financial Services,1079.5,1108.0,566.5,203005.2083253,5601117.0,5161805.47619047
SHYAMMETL,NSE:SHYAMMETL,Capital Goods,860.2,1001.0,688.5,23910.7388833,124578.0,164724.238095238
ENRIN,NSE:ENRIN,Capital Goods,2946.0,3625.0,2115.0,104291.4773616,680155.0,513893.761904761
SIEMENS,NSE:SIEMENS,Capital Goods,3428.0,3440.0,2450.0,121743.4,857596.0,444843.333333333
SIGNATURE,NSE:SIGNATURE,Realty,995.45,1309.5,775.2,13987.137803,645400.0,820750.619047619
SOBHA,NSE:SOBHA,Realty,1395.0,1732.5,1075.3,14919.82,360812.0,103925.047619047
SOLARINDS,NSE:SOLARINDS,Chemicals,13491.0,17820.0,8482.5,122098.5141472,102819.0,129212.809523809
SONACOMS,NSE:SONACOMS,Automobile and Auto Components,533.25,559.5,380.0,33089.55412,1517077.0,2258908.66666666
SONATSOFTW,NSE:SONATSOFTW,Information Technology,267.7,464.2,267.0,7424.9810785,632253.0,825020.904761904
STARHEALTH,NSE:STARHEALTH,Financial Services,464.8,534.0,327.3,27284.2915891,176061.0,557871.476190476
SBIN,NSE:SBIN,Financial Services,1201.8,1234.7,680.0,1109520.1634,10700355.0,16191304.095238
SAIL,NSE:SAIL,Metals & Mining,165.24,167.99,101.13,68554.8294,28020533.0,24575685.0
SUMICHEM,NSE:SUMICHEM,Chemicals,401.0,665.0,396.0,20080.45237,128094.0,339843.333333333
SUNPHARMA,NSE:SUNPHARMA,Healthcare,1742.9,1851.2,1548.0,416854.4266846,3041489.0,2298041.09523809
SUNTV,NSE:SUNTV,Media Entertainment & Publication,645.5,691.4,480.2,25575.6465946,1443998.0,397378.619047619
SUNDARMFIN,NSE:SUNDARMFIN,Financial Services,5495.0,5599.5,4200.0,60709.11,201800.0,78316.6666666666
SUNDRMFAST,NSE:SUNDRMFAST,Automobile and Auto Components,870.0,1080.0,831.15,18281.1708,122179.0,72026.5238095238
SUPREMEIND,NSE:SUPREMEIND,Capital Goods,3980.5,4739.0,3095.0,50495.72,404124.0,295903.523809523
SUZLON,NSE:SUZLON,Capital Goods,42.65,74.3,42.45,58524.7491456,85724851.0,56062589.8571428
SWANCORP,NSE:SWANCORP,Chemicals,379.9,506.0,364.8,11908.2274396,1240612.0,833663.19047619
SWIGGY,NSE:SWIGGY,Consumer Services,300.05,474.0,297.0,69111.0256662,13686102.0,11846977.5238095
SYNGENE,NSE:SYNGENE,Healthcare,422.0,760.0,418.1,16912.5751974,870034.0,1318633.66666666
SYRMA,NSE:SYRMA,Capital Goods,824.4,909.9,370.0,14641.6898805,769838.0,1787420.66666666
TBOTEK,NSE:TBOTEK,Consumer Services,1221.0,1764.8,996.0,12947.2317529,307924.0,122317.238095238
TVSMOTOR,NSE:TVSMOTOR,Automobile and Auto Components,3866.0,3970.0,2192.75,183795.3,1408870.0,654798.095238095
TATACHEM,NSE:TATACHEM,Chemicals,717.4,1026.65,684.25,18276.2104099,476011.0,487452.523809523
TATACOMM,NSE:TATACOMM,Telecommunication,1603.0,2004.0,1291.0,45528.75,974472.0,296264.809523809
TCS,NSE:TCS,Information Technology,2639.7,3710.0,2561.3,954013.4687418,5083717.0,4782719.57142857
TATACONSUM,NSE:TATACONSUM,Fast Moving Consumer Goods,1145.0,1220.9,930.1,113304.4368,2035788.0,976878.571428571
TATAELXSI,NSE:TATAELXSI,Information Technology,4504.0,6735.0,4455.0,28113.1358219,345149.0,308102.333333333
TATAINVEST,NSE:TATAINVEST,Financial Services,659.0,1184.7,570.52,3329.1959069,995044.0,2376521.95238095
TMPV,NSE:TMPV,Automobile and Auto Components,383.5,419.0,335.6,140906.2,15951041.0,11156941.9523809
TATAPOWER,NSE:TATAPOWER,Power,376.6,416.8,331.85,120576.1191152,3197689.0,3580499.04761904
TATASTEEL,NSE:TATASTEEL,Metals & Mining,212.59,216.45,125.3,265011.5335171,25598534.0,33245681.7619047
TATATECH,NSE:TATATECH,Information Technology,587.8,797.0,568.8,23746.4028181,724585.0,961038.476190476
TTML,NSE:TTML,Telecommunication,41.46,81.12,41.07,8096.0377303,1025507.0,3125024.04761904
TECHM,NSE:TECHM,Information Technology,1354.3,1854.0,1209.4,132906.8196725,2601590.0,2650495.66666666
TECHNOE,NSE:TECHNOE,Construction,1174.65,1654.0,785.15,13661.1210514,242844.0,305252.476190476
TEJASNET,NSE:TEJASNET,Telecommunication,436.0,914.4,294.0,7585.7824422,126512541.0,10817022.5714285
NIACL,NSE:NIACL,Financial Services,146.14,214.74,135.6,24224.5166018,276892.0,486744.142857142
RAMCOCEM,NSE:RAMCOCEM,Construction Materials,1127.0,1214.5,788.2,26696.31,142406.0,247647.428571428
THERMAX,NSE:THERMAX,Capital Goods,3107.9,4091.8,2742.7,35121.53,91863.0,153990.38095238
TIMKEN,NSE:TIMKEN,Capital Goods,3489.0,3575.0,2202.0,26243.807919,158389.0,55705.9523809523
TITAGARH,NSE:TITAGARH,Capital Goods,700.5,974.35,654.55,9433.892685,486019.0,424241.666666666
TITAN,NSE:TITAN,Consumer Durables,4333.0,4378.4,2925.0,383868.8,1146258.0,926975.761904761
TORNTPHARM,NSE:TORNTPHARM,Healthcare,4335.0,4470.0,2886.45,146835.39225,404933.0,424640.095238095
TORNTPOWER,NSE:TORNTPOWER,Power,1564.9,1640.0,1188.0,78855.8599452,881717.0,837394.809523809
TARIL,NSE:TARIL,Capital Goods,308.0,594.0,224.05,4708.9120941,4038571.0,8823656.42857143
TRENT,NSE:TRENT,Consumer Services,3908.0,6261.0,3645.0,138629.6582338,976499.0,943166.952380952
TRIDENT,NSE:TRIDENT,Textiles,25.7,34.62,23.11,12886.5517027,3684543.0,13187147.3809523
TRIVENI,NSE:TRIVENI,Fast Moving Consumer Goods,392.2,468.1,313.1,8585.1759052,365646.0,250084.19047619
TRITURBINE,NSE:TRITURBINE,Capital Goods,489.0,675.2,454.1,15544.92369,280115.0,688816.0
TIINDIA,NSE:TIINDIA,Automobile and Auto Components,2760.0,3419.9,2164.9,53411.4096,996503.0,744429.666666666
UCOBANK,NSE:UCOBANK,Financial Services,29.57,38.76,26.81,37108.1740113,8812690.0,8417659.38095238
UNOMINDA,NSE:UNOMINDA,Automobile and Auto Components,1186.0,1382.0,767.6,68625.94,770804.0,934721.380952381
UPL,NSE:UPL,Chemicals,635.0,812.2,588.85,57773.4199724,4377806.0,4111897.28571428
UTIAMC,NSE:UTIAMC,Financial Services,992.0,1494.8,905.25,12667.2457857,167012.0,81058.0476190476
ULTRACEMCO,NSE:ULTRACEMCO,Construction Materials,12650.0,13110.0,10047.85,372084.064,272915.0,190903.952380952
UNIONBANK,NSE:UNIONBANK,Financial Services,202.14,205.49,107.6,154478.2244103,23419781.0,16328105.5238095
UBL,NSE:UBL,Fast Moving Consumer Goods,1595.0,2294.9,1401.1,42172.61345,34657.0,119903.047619047
UNITDSPR,NSE:UNITDSPR,Fast Moving Consumer Goods,1380.1,1645.0,1271.1,100702.9421422,1362196.0,577476.428571428
USHAMART,NSE:USHAMART,Capital Goods,417.5,497.1,285.4,12739.2001126,309945.0,864911.666666666
VGUARD,NSE:VGUARD,Consumer Durables,312.7,409.75,298.0,13679.15,107169.0,163123.904761904
DBREALTY,NSE:DBREALTY,Consumer Services,113.1,217.29,95.5,6135.068,1922045.0,3095585.09523809
VTL,NSE:VTL,Textiles,537.5,549.9,361.1,15692.57,435322.0,1332075.09523809
VBL,NSE:VBL,Fast Moving Consumer Goods,450.25,568.5,419.55,152278.737325,4555709.0,5703291.04761904
MANYAVAR,NSE:MANYAVAR,Consumer Services,390.0,855.55,387.4,9475.9509,607940.0,213501.38095238
VEDL,NSE:VEDL,Metals & Mining,716.5,769.8,363.0,266962.3021408,12543859.0,15621448.8571428
VENTIVE,NSE:VENTIVE,Consumer Services,692.0,840.0,523.4,16224.14,39349.0,93773.9523809523
VIJAYA,NSE:VIJAYA,Healthcare,999.0,1180.0,813.15,10279.38033,179810.0,93569.4285714285
VMM,NSE:VMM,Consumer Services,117.85,157.6,95.99,54213.0692444,786031801.0,45744289.9047619
IDEA,NSE:IDEA,Telecommunication,10.56,12.8,6.12,114951.9192803,383228221.0,440472483.47619
VOLTAS,NSE:VOLTAS,Consumer Durables,1557.5,1582.5,1190.0,51739.2570712,1650861.0,869524.380952381
WAAREEENER,NSE:WAAREEENER,Capital Goods,2710.0,3865.0,1863.0,77896.2339114,2654339.0,2332202.8095238
WELCORP,NSE:WELCORP,Capital Goods,826.0,994.0,664.3,21781.94214,547138.0,452678.238095238
WELSPUNLIV,NSE:WELSPUNLIV,Textiles,124.99,154.57,104.8,11977.19,1719906.0,6052270.42857142
WHIRLPOOL,NSE:WHIRLPOOL,Consumer Durables,920.0,1473.8,756.85,11678.7441926,381036.0,465129.428571428
WIPRO,NSE:WIPRO,Information Technology,200.98,295.8,199.12,2287.1727894,13288519.0,18184778.7619047
WOCKPHARMA,NSE:WOCKPHARMA,Healthcare,1363.0,1868.8,1110.05,22190.7070629,178938.0,452347.428571428
YESBANK,NSE:YESBANK,Financial Services,20.7,24.3,16.02,65040.0211537,98977180.0,73637522.9523809
ZFCVINDIA,NSE:ZFCVINDIA,Automobile and Auto Components,15100.0,16665.0,10425.0,28641.0458,19500.0,18205.9523809523
ZEEL,NSE:ZEEL,Media Entertainment & Publication,87.95,151.7,78.4,8396.8349649,8404473.0,8284924.80952381
ZENTEC,NSE:ZENTEC,Capital Goods,1357.0,2268.0,984.45,12231.2013501,249950.0,322489.38095238
ZENSARTECH,NSE:ZENSARTECH,Information Technology,562.0,894.0,535.85,12800.01,621112.0,654225.952380952
ZYDUSLIFE,NSE:ZYDUSLIFE,Healthcare,922.85,1059.05,795.0,92860.2099483,1044991.0,800735.380952381
ECLERX,NSE:ECLERX,Services,3174.0,4995.0,2168.0,15031.5897089,149212.0,167906.285714285
